businessName,inspectionId,license,facilityType,risk,inspectionDate,inspectionType,pastFail,timeSinceLast,licenseStartDate,expirationDate,address,city,state,zipCode,ward,precinct,policeDistrict,licenseDescription,location,ageAtInspection,consumptionOnPremises,tobaccoRetail,limitedLicense,packageGoods,outdoorPatio,placeOfAmusement,tavern,retailFoodEstablishment,catersLiquorLicense,fillingStation,addressCount,wardCount,districtCount,foodType,burglary,sanitation,garbage,rodents,pastResponse
LA TROPICANA INC,1305309,66049,Restaurant,Risk 1 (High),28/05/2013,Canvass,0,0.767123288,16/10/2011,15/10/2013,5646 S KEDZIE AVE,CHICAGO,IL,60629,14,w_14_p_3,8,Retail Food Establishment,"(41.79030995455098, -87.70361169182293)",5.53413242,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,10.77928821,10.73798481,28.98836144,6.828032244,0
LAVAZZA,1292323,1594216,Restaurant,Risk 2 (Medium),07/02/2013,Canvass,0,1.690410959,16/03/2012,15/03/2014,111 W JACKSON BLVD  105,CHICAGO,IL,60604,2,w_2_p_49,1,Retail Food Establishment,"(41.87803442833617, -87.63117140697915)",5.737100457,0,0,0,0,0,0,0,0,0,0,4,2,1,unknown,10.34319365,28.32340277,0.00155726,27.12909217,0
LAWN MAGIC LOUNGE,577679,36126,Restaurant,Risk 2 (Medium),15/11/2011,Canvass,0,2,16/10/2011,15/10/2013,6752 S PULASKI RD 1ST,CHICAGO,IL,60629,13,w_13_p_44,8,Retail Food Establishment,"(41.769772014709886, -87.7226794740646)",4,0,0,0,0,0,0,1,0,0,0,1,1,1,bar,11.78992203,10.46878061,17.76740291,46.65540582,0
LAWRY'S THE PRIME RIB,569570,41980,Restaurant,Risk 1 (High),13/09/2011,Canvass,0,1.049315068,16/03/2011,15/03/2013,100 E ONTARIO ST,CHICAGO,IL,60611,42,w_42_p_48,18,Retail Food Establishment,"(41.89342614670784, -87.62536202456768)",4.331506849,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,7.184300659,16.60648762,0.009510145,6.326622526,0
LAWRY'S THE PRIME RIB,1138375,41980,Restaurant,Risk 1 (High),02/07/2012,Canvass,0,0.802739726,16/03/2011,15/03/2013,100 E ONTARIO ST,CHICAGO,IL,60611,42,w_42_p_48,18,Retail Food Establishment,"(41.89342614670784, -87.62536202456768)",5.134246575,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,27.24958505,13.09077411,0.019897807,8.355064882,0
L.C. QUICK BITES,1150942,2088431,Restaurant,Risk 1 (High),19/11/2012,Canvass,0,1.64109589,31/03/2011,15/04/2013,10018 S WESTERN AVE 1ST,CHICAGO,IL,60643,19,w_19_p_53,22,Retail Food Establishment,"(41.71127568854977, -87.6819138881376)",1.641210046,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,5.224288671,2.94258359,14.87057291,15.29440004,0
LEADER BAR,1235800,2021350,Restaurant,Risk 1 (High),22/05/2013,Canvass,0,0.709589041,16/01/2013,15/01/2015,3000-3004 W IRVING PARK RD 1ST,CHICAGO,IL,60618,33,w_33_p_11,17,Retail Food Establishment,"(41.954059261483835, -87.70319085577366)",2.364269406,0,0,0,0,1,0,1,0,0,0,1,1,1,bar,13.88739046,31.23450539,29.80861822,30.4248291,0
LE CAFE,1098923,2178017,Restaurant,Risk 1 (High),15/04/2013,Canvass,0,0.265753425,28/08/2012,15/09/2014,4655 N LINCOLN AVE 1ST,CHICAGO,IL,60625,47,w_47_p_33,19,Retail Food Establishment,"(41.96641308847062, -87.68693718914149)",0.630136986,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,32.38079053,16.52364644,6.547202745,23.03953313,1
LENA'S PIZZA,1305255,1937407,Restaurant,Risk 1 (High),11/04/2013,Canvass,0,0.868493151,16/10/2011,15/10/2013,5851 W 63RD ST 1ST,CHICAGO,IL,60638,13,w_13_p_45,8,Retail Food Establishment,"(41.77780767594992, -87.76867153019792)",4.139611872,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,13.67990302,3.710717435,25.78094988,3.834580352,0
LEONA'S PIZZERIA,1235593,41581,Restaurant,Risk 1 (High),08/01/2013,Canvass,0,1.928767123,16/03/2011,15/03/2013,6935 N SHERIDAN RD,CHICAGO,IL,60626,49,w_49_p_29,24,Retail Food Establishment,"(42.0078836440726, -87.66150961632322)",5.654908676,1,0,0,0,0,0,0,0,0,0,5,5,4,italian,16.15486943,63.92968966,0.000348612,34.67884855,0
LEONA'S PIZZERIA,1202214,41570,Restaurant,Risk 1 (High),02/04/2012,Canvass,0,0.276712329,16/03/2011,15/03/2013,1936 W AUGUSTA BLVD,CHICAGO,IL,60622,1,w_1_p_4,12,Retail Food Establishment,"(41.89967742177683, -87.67616546314169)",4.884931507,1,0,0,0,0,1,0,0,0,0,5,5,4,italian,68.57996607,26.67003079,22.48219094,48.34778697,0
"LEONA'S PIZZERIA, INC.",1150430,41587,Restaurant,Risk 1 (High),04/06/2012,Canvass,0,0.515068493,16/03/2011,15/03/2013,11060 S WESTERN AVE,CHICAGO,IL,60643,19,w_19_p_62,22,Retail Food Establishment,"(41.69210915639261, -87.6813114352499)",5.057534247,1,0,0,0,0,0,0,0,0,0,2,2,2,italian,5.137016486,4.108694589,0.365191481,5.328926589,0
LE PARIS BAKERY NO 2 INC,1146223,1095974,Restaurant,Risk 1 (High),02/01/2013,Canvass,0,0.517808219,16/06/2011,15/06/2013,5434 S PULASKI RD,CHICAGO,IL,60632,23,w_23_p_6,8,Retail Food Establishment,"(41.79398241686428, -87.72332780175996)",5.386415525,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,15.87750492,8.437323872,10.12338359,47.84293399,0
Let Them Eat Cake,1227302,1357352,Restaurant,Risk 2 (Medium),12/03/2012,Canvass,0,0.432876712,16/01/2012,15/01/2014,5700 S CICERO AVE B05,CHICAGO,IL,60638,23,w_23_p_8,8,Retail Food Establishment,"(41.789329323265385, -87.74164564419637)",5.071118721,1,0,0,0,0,0,0,0,0,0,1,1,1,dessert,0.430534571,1.788843817,0.521207126,0.079239655,0
LEUNG'S  CHOP SUEY,1229255,1445777,Restaurant,Risk 1 (High),30/05/2012,Canvass,0,0.493150685,16/10/2011,15/10/2013,5713 W IRVING PARK RD,CHICAGO,IL,60634,38,w_38_p_23,16,Retail Food Establishment,"(41.9530300294607, -87.76997891917641)",4.539611872,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,7.396408368,12.33264948,33.45019149,16.83868417,0
LEVY RESTAURANTS AT UNITED CENTER,1300640,1974748,Restaurant,Risk 1 (High),26/11/2012,Canvass,0,0.857534247,16/09/2011,15/09/2013,1901 W MADISON ST 1-8,CHICAGO,IL,60612,27,w_27_p_27,12,Retail Food Establishment,"(41.881241456803345, -87.67428253395332)",3.432990868,1,0,1,0,0,0,0,1,0,0,1,1,1,cater,11.90281441,6.207498419,9.886946307,0.47172371,0
LEVY RESTAURANTS AT U.S CELLULAR FIELD,680185,1120535,Restaurant,Risk 1 (High),19/04/2012,Canvass,0,0.55890411,16/09/2011,15/09/2013,333 W 35TH ST,CHICAGO,IL,60616,11,w_11_p_31,9,Retail Food Establishment,"(41.83078366228312, -87.6352957830455)",4.427283105,1,1,0,0,0,0,0,1,0,0,1,1,1,cater,1.414230618,1.916863138,0.762593575,3.969472614,1
LEVY RESTAURANTS AT U.S CELLULAR FIELD,531594,1120537,Restaurant,Risk 2 (Medium),28/09/2011,Canvass,0,0.498630137,16/09/2011,15/09/2013,333 W 35TH ST,CHICAGO,IL,60616,11,w_11_p_31,9,Retail Food Establishment,"(41.83078366228312, -87.6352957830455)",3.868378995,1,1,0,0,0,0,0,1,0,0,1,1,1,cater,3.081955713,4.591276627,1.951006216,5.685509145,0
LEVY RESTAURANTS AT U.S CELLULAR FIELD,680186,1804387,Restaurant,Risk 1 (High),19/04/2012,Canvass,0,0.55890411,16/09/2011,15/09/2013,333 W 35TH ST,CHICAGO,IL,60616,11,w_11_p_31,9,Retail Food Establishment,"(41.83078366228312, -87.6352957830455)",5.065753425,1,1,0,0,0,0,0,1,0,0,1,1,1,cater,1.414230618,1.916863138,0.762593575,3.969472614,0
LEVY RESTAURANTS AT U.S CELLULAR FIELD,1327200,1120535,Restaurant,Risk 1 (High),24/04/2013,Canvass,0,1.01369863,16/09/2011,15/09/2013,333 W 35TH ST,CHICAGO,IL,60616,11,w_11_p_31,9,Retail Food Establishment,"(41.83078366228312, -87.6352957830455)",5.440981735,1,1,0,0,0,0,0,1,0,0,1,1,1,cater,2.353931924,1.507132579,2.190578202,2.802310288,0
LEVY RESTAURANTS @ LINCOLN PARK ZOO,1198958,1980747,Restaurant,Risk 2 (Medium),16/07/2013,Canvass,0,2,16/09/2011,15/09/2013,2200 N CANNON DR,CHICAGO,IL,60614,43,w_43_p_32,18,Retail Food Establishment,"(41.92206380002785, -87.63223305992274)",3.791780822,1,0,0,0,0,0,0,1,0,0,1,1,1,cater,0.169176485,0.285795708,0.143790293,1.727469559,0
LEVY RESTAURANTS @ WRIGLEY FIELD,1322551,1120541,Restaurant,Risk 2 (Medium),12/06/2013,Canvass,0,1.093150685,16/09/2011,15/09/2013,1060 W ADDISON ST,CHICAGO,IL,60613,44,w_44_p_31,19,Retail Food Establishment,"(41.94731748901495, -87.65641794764645)",5.575228311,1,0,0,0,0,0,0,1,0,0,1,1,1,cater,34.67974365,18.8394632,8.818732004,49.9534946,0
LIBERO CAFE,1099159,1980200,Restaurant,Risk 1 (High),26/08/2013,Canvass,0,1.016438356,16/09/2011,15/09/2013,5074-5076 N LINCOLN AVE,CHICAGO,IL,60625,40,w_40_p_36,20,Retail Food Establishment,"(41.97372549869574, -87.692020889653)",4.043835616,1,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,20.24205995,15.35235639,24.31171878,57.69567929,0
LIL GUYS & MY PIE TOO,1336199,1044839,Restaurant,Risk 1 (High),19/06/2013,Canvass,0,1.183561644,16/11/2011,15/11/2013,2010 N DAMEN AVE,CHICAGO,IL,60647,32,w_32_p_5,14,Retail Food Establishment,"(41.91810534240852, -87.67778053878558)",5.594406393,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,73.32028893,67.46275758,27.35175466,105.4125095,0
LILLIE'S Q,1206383,2048510,Restaurant,Risk 1 (High),05/12/2012,Canvass,0,1.246575342,16/11/2012,15/11/2014,1856 W NORTH AVE 1,CHICAGO,IL,60622,32,w_32_p_35,14,Retail Food Establishment,"(41.91063613478286, -87.67487609462192)",2.145319635,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,45.71182521,39.23621109,11.0193586,43.35632676,0
LINA'S PIZZA INC,679364,42618,Restaurant,Risk 2 (Medium),30/03/2012,Canvass,0,1.18630137,16/12/2011,15/12/2013,3132 S MORGAN ST,CHICAGO,IL,60608,11,w_11_p_19,9,Retail Food Establishment,"(41.83703578571522, -87.65126549188066)",5.12043379,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,21.89957354,23.73971594,19.69709274,59.96789608,0
LINCOLN PARK STADIUM BAR AND GRILL,517683,1927100,Restaurant,Risk 1 (High),09/01/2012,Canvass,0,2,16/04/2011,15/04/2013,2423 N CLARK ST 1ST,CHICAGO,IL,60614,43,w_43_p_38,19,Retail Food Establishment,"(41.926266179196006, -87.64073771291409)",2.164383562,1,0,0,0,0,0,0,0,0,0,1,1,1,bar,9.872191116,46.19742886,14.53511289,117.917547,0
LINCOLN PARK STADIUM BAR AND GRILL,1199042,1927100,Restaurant,Risk 1 (High),26/08/2013,Canvass,0,0.630136986,16/04/2013,15/04/2015,2423 N CLARK ST 1ST,CHICAGO,IL,60614,43,w_43_p_38,19,Retail Food Establishment,"(41.926266179196006, -87.64073771291409)",3.794406393,1,0,0,0,0,0,0,0,0,0,1,1,1,bar,24.28941723,37.08838065,7.267306544,47.03041861,0
LINCOLN STATION,1198807,60468,Restaurant,Risk 1 (High),16/04/2013,Canvass,0,1.208219178,16/04/2013,15/04/2015,2430-2432 N LINCOLN AVE 1ST,CHICAGO,IL,60614,43,w_43_p_56,19,Retail Food Establishment,"(41.92606441246732, -87.64984102257678)",5.923287671,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,43.87787877,40.90556332,11.06034322,94.1996532,0
LINDO MEXICO,1343281,50821,Restaurant,Risk 1 (High),21/05/2013,Canvass,0,1.323287671,16/08/2012,15/08/2014,3115 W 26TH ST,CHICAGO,IL,60623,12,w_12_p_6,10,Retail Food Establishment,"(41.844428665779, -87.70323687321932)",5.767123288,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,12.98060185,18.39133529,55.46695878,20.74772031,0
LINDO MEXICO,626377,50821,Restaurant,Risk 1 (High),23/01/2012,Canvass,0,1.032876712,16/08/2010,15/08/2012,3115 W 26TH ST,CHICAGO,IL,60623,12,w_12_p_6,10,Retail Food Establishment,"(41.844428665779, -87.70323687321932)",4.441210046,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,20.91344058,21.16198803,17.82706061,23.03384559,0
LINDO MICHOACAN,1214676,2103019,Restaurant,Risk 1 (High),07/05/2012,Canvass,0,0.764383562,04/08/2011,15/09/2013,4811 N KEDZIE AVE 1,CHICAGO,IL,60625,33,w_33_p_14,17,Retail Food Establishment,"(41.96882860777242, -87.70833930719179)",0.75890411,0,0,0,0,0,0,0,0,0,0,2,1,1,unknown,50.60901227,23.65684826,2.774481884,9.892112496,1
LINDY'S & GERTIES ON ARCHER,1227974,2073953,Restaurant,Risk 1 (High),28/05/2013,Canvass,0,0.594520548,16/03/2013,15/03/2015,3685 S ARCHER AVE 1,CHICAGO,IL,60609,11,w_11_p_17,9,Retail Food Establishment,"(41.82681219988024, -87.68323708639228)",2.262899543,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,7.867794509,9.430192524,15.49720133,6.853476075,1
L ISAACSON STEIN FISH CO INC,1324214,4077,Other,Risk 2 (Medium),07/12/2012,Canvass,0,1.021917808,16/05/2012,15/05/2014,800 W FULTON MARKET,CHICAGO,IL,60607,27,w_27_p_1,12,Retail Food Establishment,"(41.88690672817522, -87.647565096457)",5.567237443,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,25.58728277,25.77740313,3.059880862,5.578534887,0
LITTLE BABAS FAMOUS STEAK & LEMONADE,1154897,1990954,Restaurant,Risk 1 (High),21/02/2013,Canvass,0,0.660273973,16/09/2011,15/09/2013,11315 S HALSTED ST 1,CHICAGO,IL,60628,34,w_34_p_42,22,Retail Food Establishment,"(41.68823683430117, -87.64210401419629)",3.345319635,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,4.809985159,12.22250086,16.85107383,0.223782784,1
LITTLE CAESARS PIZZA TREAT #1627,1098794,2218,Restaurant,Risk 2 (Medium),08/01/2013,Canvass,0,1.095890411,16/05/2011,15/05/2013,2501 W LAWRENCE AVE  1-627,CHICAGO,IL,60625,47,w_47_p_40,19,Retail Food Establishment,"(41.96848268957195, -87.6914089058082)",5.654908676,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,21.26364427,60.93882219,7.958991754,28.77930408,0
LITTLE DENNIS,1227406,57689,Restaurant,Risk 1 (High),25/06/2012,Canvass,0,1.315068493,16/10/2011,15/10/2013,3007 W 63RD ST 1ST,CHICAGO,IL,60629,15,w_15_p_25,8,Retail Food Establishment,"(41.77893000705904, -87.69859994691998)",5.610844749,0,0,0,0,0,0,0,0,0,0,2,2,1,italian,55.49940843,29.91216783,44.83487559,40.0354592,0
LITTLE MEL'S HOT DOG,1162225,1573071,Restaurant,Risk 2 (Medium),05/10/2012,Canvass,0,1.230136986,16/11/2011,15/11/2013,2205 N CALIFORNIA AVE,CHICAGO,IL,60647,1,w_1_p_13,14,Retail Food Establishment,"(41.92184838445843, -87.6971781911683)",4.890296804,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,41.96243286,44.95356731,23.45341128,113.7431204,0
LITTLE QUIAPO RESTAURANT,507212,1740130,Restaurant,Risk 1 (High),18/10/2011,Canvass,0,0.854794521,16/02/2011,15/02/2013,6259 N MCCORMICK RD,CHICAGO,IL,60659,50,w_50_p_25,17,Retail Food Establishment,"(41.99563177556418, -87.71270678169132)",4.578082192,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,10.93897336,8.565269389,11.1892028,14.54735498,1
"LOGAN QUICK MART, INC.",610266,2003930,Grocery Store,Risk 3 (Low),05/10/2011,Canvass,0,2,17/12/2009,15/11/2011,2766 N MILWAUKEE AVE 1,CHICAGO,IL,60647,35,w_35_p_28,14,Retail Food Establishment,"(41.93137063973293, -87.71141818329198)",1.799885845,0,1,0,0,0,0,0,0,0,0,1,1,1,mart,23.28790479,61.56960995,22.33201405,90.17420419,0
LONNIE'S PIZZERIA INC,557569,80795,Restaurant,Risk 1 (High),27/09/2011,Canvass,0,2,16/10/2009,15/10/2011,8343 W IRVING PARK RD,CHICAGO,IL,60634,36,w_36_p_49,16,Retail Food Establishment,"(41.95194858372332, -87.83594475494411)",4.865639269,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,11.81299497,15.22841296,10.87731979,0.968540797,0
LOOSELEAF LOUNGE,1092232,1905247,Restaurant,Risk 2 (Medium),11/12/2012,Canvass,0,2,16/02/2011,15/02/2013,2915 N BROADWAY  1ST,CHICAGO,IL,60657,44,w_44_p_23,19,Retail Food Establishment,"(41.93546648756444, -87.64409859642616)",4.422031963,0,0,0,0,0,0,0,0,0,0,1,1,1,bar,57.87205584,21.83113998,18.98215419,102.3311473,0
LORRAINE'S DINER INC,1202210,1243583,Restaurant,Risk 1 (High),29/03/2012,Canvass,0,0.591780822,16/11/2010,15/11/2012,1959 W CHICAGO AVE,CHICAGO,IL,60622,1,w_1_p_11,12,Retail Food Establishment,"(41.89580311489326, -87.67698747603866)",4.369748858,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,36.7201949,28.44297131,17.78646907,43.63990753,0
LOS ARRIADOS INCORPORATED,1343354,38025,Restaurant,Risk 2 (Medium),27/06/2013,Canvass,0,0.542465753,16/08/2012,15/08/2014,3101 W 26TH ST 1ST,CHICAGO,IL,60623,22,w_22_p_6,10,Retail Food Establishment,"(41.844437504987866, -87.70262831394477)",5.868493151,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,20.47556127,20.4870079,32.57702675,14.53669478,0
LOS CANDILES,1174285,46041,Restaurant,Risk 1 (High),26/06/2012,Canvass,0,0.301369863,16/08/2010,15/08/2012,2624 S CENTRAL PARK AVE 1ST,CHICAGO,IL,60623,22,w_22_p_28,10,Retail Food Establishment,"(41.84360780818307, -87.71491198676044)",4.865753425,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,18.55787389,25.59903249,33.14962282,36.68929486,0
LOS COMALES #3,1151587,38805,Restaurant,Risk 1 (High),29/08/2013,Canvass,0,1.136986301,16/12/2011,15/12/2013,1544 W 18TH ST,CHICAGO,IL,60608,25,w_25_p_24,12,Retail Food Establishment,"(41.85791847732155, -87.66550671179006)",6.536872146,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,16.91839997,20.1984518,13.94025707,11.16421689,0
LOS CORRALES TAQUERIA Y RESTAURANTE,670759,1846965,Restaurant,Risk 1 (High),24/02/2012,Canvass,0,0.597260274,16/08/2010,15/08/2012,2881 W CERMAK RD 1,CHICAGO,IL,60623,12,w_12_p_7,10,Retail Food Establishment,"(41.85174454712867, -87.69882322090157)",4.397374429,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,27.80014009,30.16311689,23.76353976,17.77869446,0
LOS CORRALES TAQUERIA Y RESTAURANTE,1084445,1846965,Restaurant,Risk 1 (High),18/03/2013,Canvass,0,1.060273973,16/08/2012,15/08/2014,2881 W CERMAK RD 1,CHICAGO,IL,60623,12,w_12_p_7,10,Retail Food Establishment,"(41.85174454712867, -87.69882322090157)",5.460273973,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,21.41560851,19.41848223,42.15610672,25.76133951,0
Los Delfines #2,1202555,1547805,Restaurant,Risk 1 (High),13/12/2012,Canvass,0,0.747945205,16/06/2011,15/06/2013,5207-5209 S ARCHER AVE,CHICAGO,IL,60632,23,w_23_p_41,8,Retail Food Establishment,"(41.79984493066714, -87.73474013816828)",5.079452055,1,0,0,0,0,1,0,0,0,0,1,1,1,spanish,15.16206364,9.258937151,15.06787026,18.25094855,0
LOS DOS PRIMOS,1166313,2042438,Restaurant,Risk 1 (High),15/05/2013,Canvass,0,2,16/07/2012,15/07/2014,3552-3554 N PULASKI RD 1,CHICAGO,IL,60641,30,w_30_p_38,17,Retail Food Establishment,"(41.94614611486697, -87.72754094319556)",2.852054795,0,0,0,0,0,0,0,0,0,0,1,1,1,spanish,24.87054437,38.08402332,23.81059265,74.52755078,0
LOS DOS RIOS,1151309,1648597,Grocery Store,Risk 1 (High),21/05/2013,Canvass,0,0.854794521,16/10/2011,15/10/2013,2939 W 63RD ST,CHICAGO,IL,60629,15,w_15_p_13,8,Retail Food Establishment,"(41.77894796174819, -87.69735812279471)",5.514954338,0,0,1,0,0,0,0,0,0,0,1,1,1,spanish,53.73074479,32.71490486,32.42861807,23.0013232,0
LOS PANCHO'S RESTAURANT,1227669,37209,Restaurant,Risk 1 (High),16/11/2012,Canvass,0,0.183561644,16/10/2011,15/10/2013,4139 W 63RD ST,CHICAGO,IL,60629,13,w_13_p_35,8,Retail Food Establishment,"(41.77849967060516, -87.72673558708598)",5.005479452,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,18.24899697,5.58149454,39.66951463,16.41482212,0
LOS TRES AMIGO'S RESTAURANT,1300867,2093205,Restaurant,Risk 1 (High),11/12/2012,Canvass,0,1.531506849,07/06/2011,15/06/2013,10401 S MUSKEGON AVE,CHICAGO,IL,60617,10,w_10_p_30,4,Retail Food Establishment,"(41.706323799934324, -87.5548367673125)",1.515182648,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,0.993141103,2.485468478,5.938222983,1.401391829,0
LOS TRES AMIGO'S RESTAURANT,1296423,2093205,Restaurant,Risk 1 (High),13/06/2013,Canvass,0,0.501369863,07/06/2011,15/06/2013,10401 S MUSKEGON AVE,CHICAGO,IL,60617,10,w_10_p_30,4,Retail Food Establishment,"(41.706323799934324, -87.5548367673125)",2.019178082,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,5.775719775,0.992261673,9.757059644,0.057888261,1
LOS TRES HERMANOS,1343375,33449,Grocery Store,Risk 1 (High),24/07/2013,Canvass,0,0.687671233,16/08/2012,15/08/2014,2858 S PULASKI RD 1ST,CHICAGO,IL,60623,22,w_22_p_27,10,Retail Food Establishment,"(41.838813028693714, -87.72454903278836)",5.942465753,0,1,0,0,0,0,0,0,0,0,1,1,1,spanish,7.120410394,30.078286,27.26482542,14.85361625,0
LOS TRES HERMANOS,1174449,33449,Grocery Store,Risk 1 (High),14/11/2012,Canvass,0,0.865753425,16/08/2012,15/08/2014,2858 S PULASKI RD 1ST,CHICAGO,IL,60623,22,w_22_p_27,10,Retail Food Establishment,"(41.838813028693714, -87.72454903278836)",5.25216895,0,1,0,0,0,0,0,0,0,0,1,1,1,spanish,43.67012173,29.11270967,33.59715405,27.98952666,0
LOTTIE'S PUB,608317,31190,Restaurant,Risk 1 (High),06/12/2011,Canvass,0,1.087671233,16/11/2010,15/11/2012,1925 W CORTLAND ST 1ST,CHICAGO,IL,60622,32,w_32_p_31,14,Retail Food Establishment,"(41.915854880451626, -87.6762179092616)",4.057534247,0,0,0,0,0,0,1,0,0,0,1,1,1,bar,37.63446797,40.25999083,7.138388237,57.83287347,1
Lou Malnati's Pizzeria,1110247,1042399,Restaurant,Risk 1 (High),28/09/2012,Canvass,0,1.347945205,16/02/2012,15/02/2014,956-958 W WRIGHTWOOD AVE,CHICAGO,IL,60614,43,w_43_p_22,19,Retail Food Establishment,"(41.92911994883241, -87.65359186197217)",5.619063927,1,0,0,0,0,0,0,0,0,0,2,2,2,italian,54.48359599,28.49641899,20.21044792,71.98551662,0
LOU MALNATI'S PIZZERIA,612605,83595,Restaurant,Risk 1 (High),15/12/2011,Canvass,0,2,16/02/2010,15/02/2012,439 N WELLS ST FIRST #,CHICAGO,IL,60610,42,w_42_p_46,18,Retail Food Establishment,"(41.89031405541385, -87.63388912638885)",4.830136986,1,0,0,0,0,0,0,0,0,0,2,1,1,italian,12.62001232,20.99687086,0.03787221,1.815273734,0
LOU MALNATIS PIZZERIA,659908,1844787,Restaurant,Risk 1 (High),06/01/2012,Canvass,0,1.64109589,16/11/2010,15/11/2012,1520 N DAMEN AVE 1ST 2A,CHICAGO,IL,60622,1,w_1_p_8,14,Retail Food Establishment,"(41.90892140028331, -87.67756779552343)",4.391894977,0,0,0,0,0,0,0,0,0,0,1,1,1,italian,34.26417048,46.52197012,9.76978377,38.90964615,0
LOU MITCHELL'S EXPRESS INC,670808,37170,Restaurant,Risk 1 (High),27/02/2012,Canvass,0,0.323287671,16/01/2012,15/01/2014,11601 W TOUHY AVE,CHICAGO,IL,60666,41,w_41_p_27,16,Retail Food Establishment,"(42.008536400868735, -87.91442843927047)",5.032876712,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,1.42E-218,1.26E-186,4.83E-239,5.62E-204,0
LOVING HUT,1353873,1248503,Restaurant,Risk 1 (High),26/07/2013,Canvass,0,0.021917808,16/08/2011,15/08/2013,5812 N BROADWAY,CHICAGO,IL,60660,48,w_48_p_48,20,Retail Food Establishment,"(41.987464806694895, -87.6603343733537)",5.947945205,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,60.49647488,17.68723443,15.10214461,38.68076138,0
LUCIA GOURMET ITALIAN CUISINE,1361233,1245191,Restaurant,Risk 1 (High),22/07/2013,Canvass,0,0.624657534,16/11/2012,15/11/2014,1825 W NORTH AVE,CHICAGO,IL,60622,1,w_1_p_21,14,Retail Food Establishment,"(41.910434114729206, -87.67365048789226)",5.684817352,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,64.19908579,73.97834826,11.30778515,39.36300613,0
LUCKS  FOOD,1235710,38176,Restaurant,Risk 1 (High),01/04/2013,Canvass,0,1.180821918,16/07/2011,15/07/2013,1109-1111 W ARGYLE ST  1,CHICAGO,IL,60640,48,w_48_p_55,20,Retail Food Establishment,"(41.97315778843277, -87.65815505453848)",5.630136986,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,13.82047932,71.40908294,0.568052658,14.71717531,1
LUCKY GRILL,1288214,1891776,Restaurant,Risk 1 (High),06/03/2013,Canvass,0,0.975342466,16/08/2012,15/08/2014,7779 W TALCOTT AVE 1ST,CHICAGO,IL,60631,41,w_41_p_8,16,Retail Food Establishment,"(41.992990415660884, -87.82167424669001)",5.019178082,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,0.024339382,0.004479121,17.8431797,5.863482939,1
LUCKY GRILL INC,1194216,23619,Restaurant,Risk 1 (High),30/03/2012,Canvass,0,0.506849315,16/12/2011,15/12/2013,4454 N MILWAUKEE AVE,CHICAGO,IL,60630,45,w_45_p_40,16,Retail Food Establishment,"(41.961995374199766, -87.75583462185483)",5.12043379,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,11.12021918,14.40794949,34.77596883,23.65540549,0
LUC THANG NOODLE INC,1277705,1958590,Restaurant,Risk 1 (High),28/02/2013,Canvass,0,1.002739726,16/11/2012,15/11/2014,1524 N ASHLAND AVE 1,CHICAGO,IL,60622,1,w_1_p_25,14,Retail Food Establishment,"(41.909554508333414, -87.66780679609195)",3.969977169,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,40.02304204,15.09733,18.23755706,76.76332602,0
