businessName,inspectionId,license,facilityType,risk,inspectionDate,inspectionType,pastFail,timeSinceLast,licenseStartDate,expirationDate,address,city,state,zipCode,ward,precinct,policeDistrict,licenseDescription,location,ageAtInspection,consumptionOnPremises,tobaccoRetail,limitedLicense,packageGoods,outdoorPatio,placeOfAmusement,tavern,retailFoodEstablishment,catersLiquorLicense,fillingStation,addressCount,wardCount,districtCount,foodType,burglary,sanitation,garbage,rodents,pastResponse,response
FREDDIES,1228069,26998,Restaurant,Risk 1 (High),24/07/2013,Canvass,0,0.624657534,16/06/2012,15/06/2014,701 W 31ST ST 1,CHICAGO,IL,60616,11,w_11_p_41,9,Retail Food Establishment,"(41.83796578686669, -87.64390672735786)",5.942465753,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,44.2803954,28.91098047,24.66670581,23.16431962,0,1
A P DELI,1154962,47405,Restaurant,Risk 1 (High),26/03/2013,Canvass,0,0.326027397,16/12/2012,15/12/2014,2025 E 75TH ST,CHICAGO,IL,60649,8,w_8_p_60,4,Retail Food Establishment,"(41.75877940103819, -87.57505446746121)",6.109474886,0,0,0,0,0,0,0,0,0,0,1,1,1,grocery,54.94893165,38.27719386,8.043443505,10.16283662,1,0
LOU MITCHELL'S EXPRESS INC,557619,37170,Restaurant,Risk 1 (High),01/11/2011,Canvass,0,0.709589041,16/01/2010,15/01/2012,11601 W TOUHY AVE,CHICAGO,IL,60666,41,w_41_p_27,16,Retail Food Establishment,"(42.008536400868735, -87.91442843927047)",4.709474886,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,9.94E-110,1.07E-205,8.27E-214,1.08E-216,1,0
ALMITA SUPER MARKET,679545,29966,Other,Risk 1 (High),04/04/2012,Canvass,0,1.153424658,16/08/2011,15/08/2013,5957 N CLARK ST 1ST,CHICAGO,IL,60660,48,w_48_p_42,20,Retail Food Establishment,"(41.99013049423623, -87.66985332877881)",4.638356164,0,1,1,0,0,0,0,0,0,0,1,1,1,grocery,28.91941962,32.93427424,26.82518544,14.53312716,0,1
CINCO ESTRELLAS,577798,1953695,Restaurant,Risk 1 (High),03/02/2012,Canvass,0,0.928767123,16/10/2011,15/10/2013,2908-2912 W 59TH ST 1ST,CHICAGO,IL,60629,14,w_14_p_32,8,Retail Food Establishment,"(41.78646851106931, -87.6964634262659)",2.515182648,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,16.2257555,32.68547447,61.17849479,16.71254782,0,0
THE SPIRIT OF CHICAGO,1322593,45994,Restaurant,Risk 1 (High),24/07/2013,Canvass,0,2,16/03/2013,15/03/2015,600 E GRAND AVE  NAVY,CHICAGO,IL,60611,42,w_42_p_11,18,Retail Food Establishment,"(41.892094136861786, -87.61156988394656)",6.194520548,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,0.951186061,0.035292706,4.233073905,0.00542386,0,1
TRADITION,1324568,1678249,Restaurant,Risk 1 (High),23/07/2013,Canvass,0,2,16/09/2012,15/09/2014,160 N FRANKLIN ST,CHICAGO,IL,60606,42,w_42_p_9,1,Retail Food Establishment,"(41.8848092897636, -87.63553583472795)",5.687557078,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,26.00252279,11.81352113,4.12E-05,19.65802611,0,0
SUBWAY SANDWICHES & SALAD,612559,1927966,Restaurant,Risk 2 (Medium),15/11/2011,Canvass,0,1.432876712,16/05/2010,15/05/2012,304 W HUBBARD ST 1ST,CHICAGO,IL,60654,42,w_42_p_14,18,Retail Food Establishment,"(41.89007084767099, -87.6357552450883)",2.994520548,0,0,0,0,0,0,0,0,0,0,2,2,1,sandwich,19.63892007,9.726949167,1.310251039,6.337186003,0,0
GOHYANG FOOD CORPORATION,1214762,2042772,Grocery Store,Risk 1 (High),09/05/2012,Canvass,0,1.060273973,12/10/2010,15/08/2012,5731 N LINCOLN AVE GROUND,CHICAGO,IL,60659,40,w_40_p_31,20,Retail Food Establishment,"(41.98565732010689, -87.69919105174611)",1.575342466,0,0,1,0,0,0,0,0,0,0,1,1,1,mart,29.60276495,7.634783002,15.03423242,14.05674242,1,1
ADOBO GRILL,680022,80108,Restaurant,Risk 1 (High),17/04/2012,Canvass,0,1.049315068,16/04/2011,15/04/2013,1610 N WELLS ST 1ST,CHICAGO,IL,60614,43,w_43_p_4,18,Retail Food Establishment,"(41.911494367763304, -87.63486809549644)",4.926027397,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,33.01847894,14.40101566,1.869956345,44.72446646,0,1
STANLEY'S RESTAURANT,679395,34402,Restaurant,Risk 1 (High),02/04/2012,Canvass,0,0.512328767,16/04/2011,15/04/2013,1970 N LINCOLN AVE  1ST F,CHICAGO,IL,60614,43,w_43_p_24,18,Retail Food Establishment,"(41.91806474562767, -87.63866176688128)",4.884931507,1,1,0,0,0,1,0,0,0,0,1,1,1,dinner,23.26592676,9.275166036,12.45397621,60.16147377,1,1
FULL SHILLING,612459,32813,Restaurant,Risk 1 (High),16/09/2011,Canvass,0,1.326027397,16/06/2010,15/06/2012,3724-3726 N CLARK ST,CHICAGO,IL,60613,44,w_44_p_50,19,Retail Food Establishment,"(41.94970619451691, -87.65870141348526)",4.087671233,0,0,0,0,0,0,1,0,0,0,1,1,1,unknown,21.01061951,10.39755228,13.27139585,22.44345296,1,0
"CHICAGO SPORTS BAR & GRILL, INC.",1360525,43110,Restaurant,Risk 1 (High),27/08/2013,Canvass,0,0.682191781,16/06/2013,15/06/2015,4335 W 47TH ST,CHICAGO,IL,60632,23,w_23_p_5,8,Retail Food Establishment,"(41.807649252190316, -87.73242906054888)",6.035616438,0,0,0,0,0,1,1,0,0,0,1,1,1,bar,20.717881,5.576330503,18.14393433,6.565371513,0,0
CHIPOTLE MEXICAN GRILL,1150365,1496019,Restaurant,Risk 1 (High),06/03/2012,Canvass,0,0.742465753,16/05/2011,15/05/2013,2302 W 95TH ST,CHICAGO,IL,60643,19,w_19_p_5,22,Retail Food Establishment,"(41.72108295395987, -87.67978067609734)",4.811073059,0,0,0,0,0,0,0,0,0,0,5,5,5,dinner,7.046723878,0.078356179,25.38910998,7.722895227,1,0
"TIPAROS THAI RESTAURANT , INC.",1353216,40377,Restaurant,Risk 1 (High),19/06/2013,Canvass,0,1.109589041,16/02/2012,15/02/2014,1540 N CLARK ST,CHICAGO,IL,60610,42,w_42_p_33,18,Retail Food Establishment,"(41.910610371780216, -87.63179897232193)",6.342351598,1,0,0,0,0,0,0,0,0,0,1,1,1,asian,15.15630038,6.179232945,9.609290934,37.52433879,0,1
R & B FAST FOOD INC,1214648,22607,Restaurant,Risk 1 (High),04/05/2012,Canvass,0,2,16/01/2011,15/01/2013,5101 W NORTH AVE,CHICAGO,IL,60639,37,w_37_p_41,25,Retail Food Establishment,"(41.9094201110133, -87.75355027693405)",5.216324201,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,30.26678173,14.79437257,23.53591941,8.797450068,0,1
RED LOBSTER RESTAURANT #277,1202398,31571,Restaurant,Risk 1 (High),23/08/2012,Canvass,0,1.567123288,16/06/2011,15/06/2013,5201 S PULASKI RD 1ST,CHICAGO,IL,60632,23,w_23_p_29,8,Retail Food Establishment,"(41.79850994776847, -87.72316542310595)",5.024657534,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,21.93604604,10.04498777,13.66457237,8.098573018,0,1
VENICE CAFE,1134427,1718943,Restaurant,Risk 1 (High),24/07/2012,Canvass,0,1.2,16/09/2010,15/09/2012,233 S WACKER DR  LL1,CHICAGO,IL,60606,2,w_2_p_12,1,Retail Food Establishment,"(41.87856015362371, -87.63652387205532)",4.690296804,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,14.72198404,8.173826742,9.09E-08,68.17995282,1,0
HONEY'S TO GO CARRYOUT,1072457,1991620,Restaurant,Risk 1 (High),06/06/2013,Canvass,0,0.863013699,16/01/2012,15/01/2014,5401 S WENTWORTH AVE,CHICAGO,IL,60609,3,w_3_p_8,2,Retail Food Establishment,"(41.796234875219376, -87.63040492438661)",3.145205479,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,2.515142443,4.40885619,5.794956053,8.187717945,1,0
AMERICAN ACCORD FOOD CORPORATION,1155031,1616455,Restaurant,Risk 1 (High),09/05/2013,Canvass,0,2,16/07/2012,15/07/2014,9485 S EWING AVE,CHICAGO,IL,60617,10,w_10_p_23,4,Retail Food Establishment,"(41.723064125984116, -87.53647144222067)",5.734246575,0,0,0,0,0,0,0,0,0,0,1,1,1,mart,2.14182609,3.98163644,5.785901324,1.578871797,0,1
CAFE ORCHID,1092335,1821381,Restaurant,Risk 1 (High),05/03/2013,Canvass,0,1.901369863,16/06/2012,15/06/2014,1746 W ADDISON ST,CHICAGO,IL,60613,47,w_47_p_49,19,Retail Food Establishment,"(41.947042285717025, -87.67323300405671)",5.734360731,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,28.90735311,23.79453486,5.981265758,50.08652087,1,0
E & J FOOD & LIQUORS,1234882,2079086,Grocery Store,Risk 3 (Low),24/08/2012,Canvass,0,1.134246575,16/01/2012,15/01/2014,5439 S DAMEN AVE 1ST,CHICAGO,IL,60609,16,w_16_p_19,9,Retail Food Establishment,"(41.79458551071768, -87.67417489245848)",1.120547945,0,1,1,1,0,0,0,0,0,0,1,1,1,mart,40.69772828,43.83930543,31.30730189,17.07823937,0,1
MAYFLOWER RESTAURANT,1353565,62297,Restaurant,Risk 1 (High),09/07/2013,Canvass,0,0.550684932,16/12/2011,15/12/2013,5240 N PULASKI RD 1ST,CHICAGO,IL,60630,39,w_39_p_38,17,Retail Food Establishment,"(41.976752313791025, -87.7284136216287)",6.397146119,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,0.640394543,4.319240575,2.244688181,4.677264725,0,1
LUKE'S,614564,20789,Restaurant,Risk 1 (High),25/10/2011,Canvass,0,0.726027397,16/09/2010,15/09/2012,215 W JACKSON BLVD,CHICAGO,IL,60606,2,w_2_p_49,1,Retail Food Establishment,"(41.87800431541541, -87.6341879329631)",3.942351598,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,4.533015046,10.87471853,0.05802968,11.0893055,1,0
LEVINSONS INC,1329451,6541,Other,Risk 2 (Medium),14/08/2013,Canvass,0,1.512328767,16/02/2013,15/02/2015,2856 W DEVON AVE  1,CHICAGO,IL,60659,50,w_50_p_33,24,Retail Food Establishment,"(41.99762997917, -87.70193428261646)",6.495776256,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,23.05169251,40.00488706,20.99782987,80.68222479,1,0
PIZZERIA SERIO COMPANY,1198454,2021552,Restaurant,Risk 1 (High),19/09/2012,Canvass,0,2,16/02/2011,15/02/2013,1708 W BELMONT AVE 1ST AND 2ND,CHICAGO,IL,60657,32,w_32_p_38,19,Retail Food Establishment,"(41.939768206107004, -87.67150548038909)",2.402739726,1,0,0,0,0,0,0,0,0,0,1,1,1,italian,39.06996717,26.9873912,25.98660645,60.98851561,0,1
WEBSTER'S WINE BAR,1198796,37811,Restaurant,Risk 1 (High),08/04/2013,Canvass,0,2,16/04/2011,15/04/2013,1480 W WEBSTER AVE,CHICAGO,IL,60614,32,w_32_p_37,18,Retail Food Establishment,"(41.92170971743507, -87.66630971808745)",5.901369863,0,0,0,0,0,0,1,0,0,0,1,1,1,mart,10.45618686,9.396900422,1.400638744,39.61408933,0,1
Makki Grill,1300405,2108759,Restaurant,Risk 1 (High),08/11/2012,Canvass,0,1.224657534,23/08/2011,15/12/2012,4702 N KIMBALL AVE 1ST,CHICAGO,IL,60625,33,w_33_p_,NA,Retail Food Establishment,"(41.96672764378098, -87.7134599424416)",1.213812785,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,18.52998449,29.03322348,20.88169583,14.77553976,0,0
HEAVEN ON SEVEN,1345283,47013,Restaurant,Risk 1 (High),29/05/2013,Canvass,0,1.8,16/03/2012,15/03/2014,111 N WABASH AVE  700,CHICAGO,IL,60602,42,w_42_p_9,1,Retail Food Establishment,"(41.88352649174743, -87.62608219678731)",6.04109589,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,22.25912042,27.23508702,2.45E-08,20.63235881,0,1
SUBWAY,1139097,1903978,Restaurant,Risk 1 (High),26/08/2013,Canvass,0,0.854794521,16/02/2012,15/02/2014,347 N LA SALLE ST 1,CHICAGO,IL,60610,42,w_42_p_46,18,Retail Food Establishment,"(41.88874160495607, -87.63236504957815)",5.252054795,0,0,0,0,0,0,0,0,0,0,5,5,5,sandwich,19.26425853,12.58729333,0.006303069,4.096779813,0,1
FANTASTIC ICE CREAM,1305267,2099471,Restaurant,Risk 2 (Medium),25/04/2013,Canvass,0,1.761643836,18/11/2011,15/06/2013,5904 1/2 W 63RD ST 1ST,CHICAGO,IL,60638,13,w_13_p_1,8,Retail Food Establishment,"(41.778012898008846, -87.7693010599763)",1.435502283,0,0,0,0,0,0,0,0,0,0,1,1,1,dessert,12.59276472,4.516312942,9.708064484,2.962324004,1,0
BAKERS SQUARE #220658,604521,1980309,Restaurant,Risk 1 (High),22/11/2011,Canvass,0,0.816438356,16/09/2011,15/09/2013,5220 N HARLEM AVE 1 1,CHICAGO,IL,60656,41,w_41_p_45,16,Retail Food Establishment,"(41.97520210822445, -87.80721128739951)",2.180936073,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,3.974128333,1.664061086,13.21959326,16.29995289,0,0
LA LENA,1234813,2069042,Restaurant,Risk 1 (High),22/08/2012,Canvass,0,1.054794521,02/09/2011,15/08/2013,3756-3758 W NORTH AVE 1,CHICAGO,IL,60647,26,w_26_p_11,25,Retail Food Establishment,"(41.91005174981479, -87.72131578011872)",0.97260274,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,44.40699786,17.90620074,18.80132049,18.54362612,1,0
GORDITAS SANTIAGO,577808,2021170,Restaurant,Risk 1 (High),07/02/2012,Canvass,0,0.630136986,16/10/2011,15/10/2013,3825 W 63RD ST 1 1,CHICAGO,IL,60629,13,w_13_p_30,8,Retail Food Establishment,"(41.778607156111505, -87.71888742431345)",1.917808219,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,11.44108433,7.503593154,43.90878026,66.79867629,0,0
GORDITAS LA TIA,679517,1943508,Restaurant,Risk 1 (High),04/04/2012,Canvass,0,1.071232877,16/01/2012,15/01/2014,6425 W 63RD ST GROUND,CHICAGO,IL,60638,23,w_23_p_43,8,Retail Food Establishment,"(41.77755027536734, -87.78226491921245)",3.224543379,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,2.425266754,3.213404539,5.040501066,25.89640084,1,0
Green Zebra,1206273,1356624,Restaurant,Risk 1 (High),13/08/2012,Canvass,0,0.104109589,16/11/2010,15/11/2012,1460 W CHICAGO AVE 1 & 2,CHICAGO,IL,60642,27,w_27_p_32,12,Retail Food Establishment,"(41.89622224642975, -87.66479278157588)",4.745091324,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,24.68883133,62.2508895,15.39533772,17.06077757,0,0
NUTS ON CLARK,539429,1916219,Grocery Store,Risk 2 (Medium),16/09/2011,Canvass,0,2,16/01/2010,15/01/2012,11601 W TOUHY AVE 1ST T1CU3,CHICAGO,IL,60666,41,w_41_p_27,16,Retail Food Establishment,"(42.008536400868735, -87.91442843927047)",2.887671233,0,0,1,0,0,0,0,0,0,0,3,1,1,unknown,6.21E-106,9.44E-206,2.21E-221,2.74E-208,0,0
PEPE TACO,1151083,1553,Restaurant,Risk 1 (High),14/01/2013,Canvass,0,0.630136986,16/07/2011,15/07/2013,11652 S WESTERN AVE,CHICAGO,IL,60643,19,w_19_p_47,22,Retail Food Establishment,"(41.68109249164601, -87.68096792419318)",5.419292237,1,0,0,0,0,0,0,0,0,0,1,1,1,spanish,10.41177581,5.573377465,34.06868328,0.010360078,0,0
PANERA BREAD,1092533,1197450,Restaurant,Risk 1 (High),06/08/2013,Canvass,0,1.145205479,16/04/2013,15/04/2015,2070 N CLYBOURN AVE,CHICAGO,IL,60614,43,w_43_p_10,18,Retail Food Establishment,"(41.91893142402569, -87.66089421708655)",6.230136986,0,0,0,0,0,0,0,0,0,0,4,4,3,breakfast,8.854246167,12.49688121,4.595143384,28.70498497,1,0
"MISS ASIA, LLC",1198906,1888944,Restaurant,Risk 1 (High),07/06/2013,Canvass,0,1.271232877,16/04/2013,15/04/2015,434 W DIVERSEY PKWY,CHICAGO,IL,60614,44,w_44_p_8,19,Retail Food Establishment,"(41.93299320462728, -87.64071617357668)",5.262899543,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,5.810567465,43.34568345,1.685752553,52.74267516,1,0
PAMPANEAS CUISINE FILIPINO RESTAURANT,1353208,3933,Restaurant,Risk 1 (High),19/06/2013,Canvass,0,0.490410959,16/11/2012,15/11/2014,6407 N CALDWELL AVE  1,CHICAGO,IL,60646,41,w_41_p_14,16,Retail Food Establishment,"(41.99753275826797, -87.76690073937311)",5.594406393,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,2.952399649,1.804305857,2.984399387,0.193795116,0,0
SMOKEY'S BBQ,1360266,1974858,Restaurant,Risk 1 (High),14/08/2013,Canvass,0,1.430136986,16/12/2011,15/12/2013,5481 N NORTHWEST HWY 1,CHICAGO,IL,60630,45,w_45_p_11,16,Retail Food Establishment,"(41.980383564676934, -87.77747659864201)",4.032876712,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,5.722509309,7.093838941,26.91882525,10.22748955,0,1
THE CHICAGO FIREHOUSE REST.,1114931,78794,Restaurant,Risk 1 (High),22/07/2013,Canvass,0,1.197260274,16/10/2012,15/10/2014,1401 S MICHIGAN AVE  BSMT/,CHICAGO,IL,60605,2,w_2_p_21,1,Retail Food Establishment,"(41.8640025957384, -87.62393204930056)",5.684817352,1,0,0,0,1,0,0,0,0,0,1,1,1,unknown,17.23667565,20.8257955,3.642759706,14.91309155,1,1
CLARK STREET BEACH,517704,1848417,Restaurant,Risk 1 (High),24/01/2012,Canvass,0,0.994520548,16/02/2011,15/02/2012,3419 N CLARK ST 1,CHICAGO,IL,60657,44,w_44_p_36,19,Retail Food Establishment,"(41.94411462308507, -87.6538560206732)",4.235730594,1,0,0,0,0,0,0,0,0,0,1,1,1,unknown,45.92360392,23.01369249,9.991624512,65.72938804,0,0
TEA ROOM,1138264,38764,Restaurant,Risk 1 (High),07/05/2012,Canvass,0,0.917808219,16/03/2011,15/03/2013,105 -111 E DELAWARE PL,CHICAGO,IL,60611,42,w_42_p_61,18,Retail Food Establishment,"(41.89907578039763, -87.62580952351014)",4.980821918,1,0,0,0,0,0,0,0,1,0,1,1,1,breakfast,44.33669136,26.65388455,3.118994441,35.08600822,0,1
POLLO CAMPERO,1271333,1822716,Restaurant,Risk 1 (High),27/08/2012,Canvass,0,0.778082192,16/12/2011,15/12/2013,4830 N PULASKI RD 1ST 102,CHICAGO,IL,60630,39,w_39_p_8,17,Retail Food Establishment,"(41.969116031387166, -87.72820127959295)",5.131506849,0,0,0,0,0,0,0,0,0,0,2,2,2,spanish,11.87553736,25.05391119,8.193546403,24.68374814,0,0
ARAMARK,1110315,1165799,Restaurant,Risk 1 (High),02/04/2013,Canvass,0,1.019178082,16/07/2012,15/07/2014,25 E PEARSON ST,CHICAGO,IL,60611,42,w_42_p_32,18,Retail Food Establishment,"(41.89742660194131, -87.62711022579533)",5.632876712,0,0,0,0,0,0,0,0,0,0,5,5,5,cater,34.12165079,22.42982006,0.305081379,23.02061266,0,0
"C-MANNY'S MEXICAN CUISINE II, INC.",1098778,1226378,Restaurant,Risk 1 (High),19/12/2012,Canvass,0,1,16/12/2012,15/12/2014,3641 W IRVING PARK RD # 1ST,CHICAGO,IL,60618,33,w_33_p_29,17,Retail Food Establishment,"(41.953627922832354, -87.71947320701166)",5.843835616,1,0,0,0,0,0,0,0,0,0,1,1,1,asian,29.1233527,21.35320922,24.53578783,56.92393647,0,0
FLACO'S TACOS,1322008,2049605,Restaurant,Risk 1 (High),22/02/2013,Canvass,0,0.676712329,16/02/2013,15/02/2015,46 E CHICAGO AVE 1,CHICAGO,IL,60611,42,w_42_p_32,18,Retail Food Establishment,"(41.89681130646016, -87.6264488028737)",2.038356164,1,0,0,0,0,0,0,0,0,0,1,1,1,spanish,36.48347439,13.37287147,7.908516044,23.91379892,1,0
BISTRO MARGOT,1134229,77188,Restaurant,Risk 1 (High),05/04/2012,Canvass,0,1.019178082,16/02/2012,15/02/2014,1437-1439 N WELLS ST,CHICAGO,IL,60610,43,w_43_p_54,18,Retail Food Establishment,"(41.90875008825346, -87.6344885541598)",5.136872146,1,0,0,0,0,0,0,0,0,0,1,1,1,dinner,40.82059725,28.32476228,7.190425365,28.68667871,0,1
WHITE CASTLE SYSTEM INC,1305342,28488,Restaurant,Risk 2 (Medium),28/06/2013,Canvass,0,1.457534247,16/06/2012,15/06/2014,4750 W 63RD ST  1ST,CHICAGO,IL,60629,13,w_13_p_36,8,Retail Food Establishment,"(41.778544187675465, -87.74189535416622)",5.871232877,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,10.94830716,0.250655032,5.229705444,1.800059785,0,1
MORRISON MANAGEMENT SPECIALISTS,569682,1842888,Restaurant,Risk 1 (High),08/11/2011,Canvass,0,1.016438356,16/03/2011,15/03/2013,250 E SUPERIOR ST 2,CHICAGO,IL,60611,42,w_42_p_38,18,Retail Food Establishment,"(41.89589815739559, -87.62077291309295)",4.115182648,0,0,0,0,0,0,0,0,0,0,1,1,1,unknown,2.728191807,9.588623801,0.007646129,1.10127753,0,0
McDONALD'S,1345241,1969969,Restaurant,Risk 2 (Medium),03/05/2013,Canvass,0,1.731506849,16/04/2012,15/04/2014,29 N WACKER DR 1,CHICAGO,IL,60606,42,w_42_p_9,1,Retail Food Establishment,"(41.88270035458986, -87.63663755997726)",3.783561644,0,0,0,0,0,0,0,0,0,0,5,3,2,dinner,26.86318413,20.22135551,4.73E-07,1.473003282,0,1
BOOM FRIED RICE,626349,6698,Restaurant,Risk 1 (High),03/01/2012,Canvass,0,0.520547945,16/08/2010,15/08/2012,356 S PULASKI RD,CHICAGO,IL,60624,24,w_24_p_59,11,Retail Food Establishment,"(41.87537501581776, -87.72563428263534)",4.386415525,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,31.16916629,36.15599537,55.25306804,32.34191789,0,0
LAS BRISAS DEL MAR,1202497,84625,Restaurant,Risk 1 (High),05/11/2012,Canvass,0,0.75890411,16/06/2011,15/06/2013,3207 W 51ST ST 1ST,CHICAGO,IL,60632,14,w_14_p_34,8,Retail Food Establishment,"(41.80070644396386, -87.70409936083796)",5.227511416,1,0,0,0,0,0,0,0,0,0,1,1,1,spanish,12.84218216,9.568512646,31.06852103,44.78998558,0,0
BANANA JOE'S,1229702,54507,Restaurant,Risk 1 (High),19/06/2012,Canvass,0,0.728767123,16/11/2010,15/11/2012,940 W WEED ST,CHICAGO,IL,60622,32,w_32_p_46,18,Retail Food Establishment,"(41.9098955303975, -87.65277243899028)",4.594406393,0,1,0,0,1,1,1,0,0,0,1,1,1,unknown,10.87671865,8.463367965,1.300123475,9.314935227,1,1
THE STEAK ESCAPE,1151273,46700,Restaurant,Risk 1 (High),01/05/2013,Canvass,0,1.134246575,16/11/2011,15/11/2013,7601 S CICERO AVE  1ST,CHICAGO,IL,60652,13,w_13_p_22,8,Retail Food Establishment,"(41.75466012439374, -87.74138475860521)",5.460159817,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,3.002652368,0.000730635,2.589818427,1.012020304,0,0
LAS FUENTES,1092479,12575,Restaurant,Risk 1 (High),25/06/2013,Canvass,0,0.589041096,16/04/2013,15/04/2015,2558 N HALSTED ST,CHICAGO,IL,60614,43,w_43_p_39,19,Retail Food Establishment,"(41.9290354100918, -87.64903392789199)",6.115068493,0,0,0,0,0,0,1,0,0,0,1,1,1,unknown,61.22829999,25.81558482,8.60867187,116.7564124,0,1
PADDY LONG'S,1110251,1226923,Restaurant,Risk 1 (High),03/10/2012,Canvass,0,1.630136986,16/04/2011,15/04/2013,1028 W DIVERSEY PKWY 1,CHICAGO,IL,60614,44,w_44_p_40,19,Retail Food Establishment,"(41.93272677149699, -87.65504177558735)",5.389041096,0,0,0,0,0,0,1,0,0,0,1,1,1,unknown,42.08309346,28.78908698,19.41987418,100.150213,0,0
WEST EGG CAFE,1321541,44615,Restaurant,Risk 1 (High),25/01/2013,Canvass,0,1.005479452,16/03/2011,15/03/2013,620 N FAIRBANKS CT,CHICAGO,IL,60611,42,w_42_p_41,18,Retail Food Establishment,"(41.89336539713901, -87.62042205744733)",5.701484018,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,33.34767482,1.85003298,2.16E-05,0.597469663,0,0
PANDA EXPRESS #1241,1184405,1649699,Restaurant,Risk 1 (High),20/06/2012,Canvass,0,1.095890411,16/03/2012,15/03/2014,113 S CLINTON ST,CHICAGO,IL,60661,2,w_2_p_12,1,Retail Food Establishment,"(41.880144356026875, -87.64099297246834)",5.101369863,0,0,0,0,0,0,0,0,0,0,1,1,1,asian,16.58212883,2.889117296,0.192712673,0.157924992,0,1
LETIZIA'S FIORE,1285874,2037284,Restaurant,Risk 1 (High),15/10/2012,Canvass,0,1.589041096,16/11/2011,15/11/2013,2456 N CALIFORNIA AVE 1ST & BSMT,CHICAGO,IL,60647,35,w_35_p_12,14,Retail Food Establishment,"(41.92648028782631, -87.69760792778989)",2.060273973,1,0,0,0,1,0,0,0,0,0,1,1,1,unknown,47.13536302,25.87291993,34.99195553,105.7630473,0,0
STARBUCKS COFFEE #13439,1353966,1800742,Restaurant,Risk 2 (Medium),31/07/2013,Canvass,0,2,16/04/2013,15/04/2015,4830 N PULASKI RD  100,CHICAGO,IL,60630,39,w_39_p_8,17,Retail Food Establishment,"(41.969116031387166, -87.72820127959295)",6.136986301,0,0,0,0,0,0,0,0,0,0,1,1,1,breakfast,5.941619003,50.68279678,31.31440743,48.33749347,0,0
WRONGS,673212,2676,Other,Risk 2 (Medium),02/12/2011,Canvass,0,1.139726027,16/07/2011,15/07/2013,10012-10014 S WESTERN AVE,CHICAGO,IL,60643,19,w_19_p_53,22,Retail Food Establishment,"(41.7114420164893, -87.68191864161031)",4.298744292,0,0,0,0,0,0,1,0,0,0,1,1,1,unknown,4.312734495,0.762545828,17.82362436,1.474839094,0,0
PAPRIKA INDIAN RESTAURANT,1188260,1980844,Restaurant,Risk 1 (High),17/07/2012,Canvass,0,2,16/09/2011,15/09/2013,2547 W LAWRENCE AVE 1ST A,CHICAGO,IL,60625,47,w_47_p_40,19,Retail Food Establishment,"(41.96846702189827, -87.69322013455337)",2.934246575,0,0,0,0,0,0,0,0,0,0,1,1,1,dinner,18.69390006,31.12105339,16.81626001,47.63937662,0,0
JULIUS MEINL,1106653,2141409,Other,Risk 1 (High),02/07/2013,Canvass,0,1.331506849,06/03/2012,15/03/2014,4115 N RAVENSWOOD AVE 1ST,CHICAGO,IL,60613,47,w_47_p_25,19,Retail Food Establishment,"(41.95655364358002, -87.67370925557873)",1.323173516,0,0,1,0,0,0,0,0,0,0,3,2,1,unknown,17.84101577,3.294708823,9.5442453,32.97038294,0,1
FLACO'S TACOS,1138352,2049605,Restaurant,Risk 1 (High),20/06/2012,Canvass,0,1.038356164,09/02/2011,15/02/2013,46 E CHICAGO AVE 1,CHICAGO,IL,60611,42,w_42_p_32,18,Retail Food Establishment,"(41.89681130646016, -87.6264488028737)",1.36152968,1,0,0,0,0,0,0,0,0,0,1,1,1,spanish,26.89006442,8.7381344,3.187676232,22.02050917,0,1
